,datetime,station,operation,num_bikes,is_weekend
474,2020-01-20 18:00:00,113,both,3.0,weekend
475,2020-01-20 19:00:00,113,both,6.0,weekend
476,2020-01-20 20:00:00,113,both,2.0,weekend
477,2020-01-20 21:00:00,113,both,2.0,weekend
478,2020-01-20 22:00:00,113,both,4.0,weekend
479,2020-01-20 23:00:00,113,both,4.0,weekend
480,2020-01-21 00:00:00,113,both,2.0,weekday
481,2020-01-21 01:00:00,113,both,2.0,weekday
482,2020-01-21 02:00:00,113,both,0.0,weekday
483,2020-01-21 03:00:00,113,both,0.0,weekday
484,2020-01-21 04:00:00,113,both,0.0,weekday
485,2020-01-21 05:00:00,113,both,1.0,weekday
486,2020-01-21 06:00:00,113,both,1.0,weekday
487,2020-01-21 07:00:00,113,both,0.0,weekday
488,2020-01-21 08:00:00,113,both,1.0,weekday
489,2020-01-21 09:00:00,113,both,1.0,weekday
490,2020-01-21 10:00:00,113,both,1.0,weekday
491,2020-01-21 11:00:00,113,both,0.0,weekday
492,2020-01-21 12:00:00,113,both,2.0,weekday
493,2020-01-21 13:00:00,113,both,3.0,weekday
494,2020-01-21 14:00:00,113,both,6.0,weekday
495,2020-01-21 15:00:00,113,both,5.0,weekday
496,2020-01-21 16:00:00,113,both,5.0,weekday
497,2020-01-21 17:00:00,113,both,1.0,weekday
498,2020-01-21 18:00:00,113,both,18.0,weekday
499,2020-01-21 19:00:00,113,both,1.0,weekday
500,2020-01-21 20:00:00,113,both,1.0,weekday
501,2020-01-21 21:00:00,113,both,0.0,weekday
502,2020-01-21 22:00:00,113,both,1.0,weekday
503,2020-01-21 23:00:00,113,both,2.0,weekday
504,2020-01-22 00:00:00,113,both,1.0,weekday
505,2020-01-22 01:00:00,113,both,0.0,weekday
506,2020-01-22 02:00:00,113,both,0.0,weekday
507,2020-01-22 03:00:00,113,both,0.0,weekday
508,2020-01-22 04:00:00,113,both,0.0,weekday
509,2020-01-22 05:00:00,113,both,2.0,weekday
510,2020-01-22 06:00:00,113,both,4.0,weekday
511,2020-01-22 07:00:00,113,both,7.0,weekday
512,2020-01-22 08:00:00,113,both,8.0,weekday
