datetime,station,mech_drops,elec_drops,elec_picks,mech_picks
2020-01-29T00:00:00,97,38.0,11.0,11.0,41.0
2020-01-30T00:00:00,97,54.0,14.0,15.0,53.0
2020-01-31T00:00:00,97,38.0,13.0,14.0,39.0
2020-01-01T00:00:00,98,14.0,6.0,9.0,29.0
2020-01-02T00:00:00,98,49.0,10.0,11.0,55.0
2020-01-03T00:00:00,98,62.0,18.0,19.0,60.0
2020-01-04T00:00:00,98,39.0,14.0,14.0,44.0
2020-01-05T00:00:00,98,44.0,11.0,12.0,42.0
2020-01-06T00:00:00,98,23.0,8.0,10.0,28.0
2020-01-07T00:00:00,98,54.0,12.0,14.0,57.0
2020-01-08T00:00:00,98,66.0,22.0,25.0,67.0
2020-01-09T00:00:00,98,66.0,28.0,28.0,68.0
2020-01-10T00:00:00,98,68.0,20.0,19.0,68.0
2020-01-11T00:00:00,98,43.0,11.0,13.0,32.0
2020-01-12T00:00:00,98,35.0,15.0,18.0,38.0
2020-01-13T00:00:00,98,63.0,21.0,25.0,77.0
2020-01-14T00:00:00,98,70.0,21.0,22.0,75.0
2020-01-15T00:00:00,98,72.0,25.0,27.0,75.0
2020-01-16T00:00:00,98,74.0,29.0,29.0,89.0
2020-01-17T00:00:00,98,72.0,35.0,37.0,69.0
2020-01-18T00:00:00,98,55.0,20.0,21.0,71.0
2020-01-19T00:00:00,98,29.0,13.0,15.0,31.0
2020-01-20T00:00:00,98,50.0,13.0,13.0,55.0
2020-01-21T00:00:00,98,14.0,3.0,3.0,10.0
2020-01-22T00:00:00,98,42.0,8.0,8.0,59.0
2020-01-23T00:00:00,98,64.0,22.0,22.0,64.0
2020-01-24T00:00:00,98,77.0,25.0,24.0,89.0
2020-01-25T00:00:00,98,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,98,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,98,67.0,24.0,26.0,79.0
2020-01-28T00:00:00,98,85.0,26.0,28.0,85.0
2020-01-29T00:00:00,98,76.0,26.0,29.0,79.0
2020-01-30T00:00:00,98,65.0,27.0,29.0,78.0
2020-01-31T00:00:00,98,68.0,30.0,30.0,65.0
2020-01-01T00:00:00,99,18.0,9.0,17.0,26.0
2020-01-02T00:00:00,99,54.0,12.0,13.0,66.0
2020-01-03T00:00:00,99,56.0,21.0,21.0,56.0
2020-01-04T00:00:00,99,47.0,14.0,14.0,45.0
2020-01-05T00:00:00,99,42.0,13.0,15.0,40.0
2020-01-06T00:00:00,99,35.0,13.0,13.0,40.0
2020-01-07T00:00:00,99,51.0,14.0,15.0,54.0
2020-01-08T00:00:00,99,65.0,20.0,21.0,64.0
2020-01-09T00:00:00,99,77.0,17.0,18.0,74.0
2020-01-10T00:00:00,99,57.0,18.0,17.0,48.0
2020-01-11T00:00:00,99,63.0,15.0,15.0,69.0
2020-01-12T00:00:00,99,36.0,26.0,26.0,43.0
2020-01-13T00:00:00,99,68.0,17.0,18.0,69.0
2020-01-14T00:00:00,99,74.0,28.0,28.0,75.0
2020-01-15T00:00:00,99,60.0,21.0,21.0,62.0
2020-01-16T00:00:00,99,71.0,29.0,32.0,77.0
2020-01-17T00:00:00,99,87.0,38.0,36.0,83.0
2020-01-18T00:00:00,99,50.0,18.0,18.0,62.0
2020-01-19T00:00:00,99,19.0,11.0,13.0,18.0
2020-01-20T00:00:00,99,50.0,19.0,16.0,56.0
2020-01-21T00:00:00,99,17.0,4.0,7.0,18.0
2020-01-22T00:00:00,99,59.0,16.0,15.0,69.0
2020-01-23T00:00:00,99,74.0,23.0,26.0,74.0
2020-01-24T00:00:00,99,88.0,38.0,38.0,92.0
2020-01-25T00:00:00,99,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,99,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,99,63.0,10.0,10.0,81.0
2020-01-28T00:00:00,99,80.0,24.0,27.0,73.0
2020-01-29T00:00:00,99,70.0,28.0,28.0,78.0
2020-01-30T00:00:00,99,84.0,32.0,32.0,86.0
2020-01-31T00:00:00,99,62.0,26.0,26.0,61.0
2020-01-01T00:00:00,100,23.0,8.0,8.0,24.0
2020-01-02T00:00:00,100,45.0,17.0,19.0,52.0
2020-01-03T00:00:00,100,63.0,17.0,18.0,56.0
2020-01-04T00:00:00,100,58.0,6.0,6.0,52.0
2020-01-05T00:00:00,100,43.0,9.0,11.0,51.0
2020-01-06T00:00:00,100,36.0,12.0,13.0,39.0
2020-01-07T00:00:00,100,59.0,19.0,21.0,61.0
2020-01-08T00:00:00,100,67.0,23.0,21.0,64.0
2020-01-09T00:00:00,100,74.0,28.0,28.0,72.0
2020-01-10T00:00:00,100,69.0,6.0,7.0,57.0
2020-01-11T00:00:00,100,51.0,17.0,17.0,49.0
2020-01-12T00:00:00,100,37.0,10.0,9.0,44.0
2020-01-13T00:00:00,100,86.0,21.0,21.0,74.0
2020-01-14T00:00:00,100,60.0,21.0,21.0,72.0
2020-01-15T00:00:00,100,79.0,26.0,25.0,88.0
2020-01-16T00:00:00,100,71.0,22.0,24.0,76.0
2020-01-17T00:00:00,100,75.0,26.0,27.0,79.0
2020-01-18T00:00:00,100,51.0,10.0,10.0,50.0
2020-01-19T00:00:00,100,41.0,11.0,11.0,43.0
2020-01-20T00:00:00,100,50.0,16.0,15.0,54.0
2020-01-21T00:00:00,100,15.0,3.0,0.0,8.0
2020-01-22T00:00:00,100,55.0,13.0,16.0,59.0
2020-01-23T00:00:00,100,63.0,23.0,21.0,63.0
2020-01-24T00:00:00,100,74.0,28.0,29.0,81.0
2020-01-25T00:00:00,100,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,100,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,100,74.0,12.0,13.0,76.0
2020-01-28T00:00:00,100,72.0,19.0,18.0,83.0
2020-01-29T00:00:00,100,70.0,28.0,29.0,66.0
2020-01-30T00:00:00,100,63.0,23.0,23.0,67.0
2020-01-31T00:00:00,100,73.0,22.0,22.0,75.0
2020-01-01T00:00:00,101,14.0,12.0,15.0,22.0
2020-01-02T00:00:00,101,53.0,28.0,30.0,42.0
2020-01-03T00:00:00,101,63.0,24.0,23.0,47.0
2020-01-04T00:00:00,101,30.0,18.0,8.0,30.0
2020-01-05T00:00:00,101,19.0,15.0,14.0,22.0
2020-01-06T00:00:00,101,17.0,12.0,12.0,29.0
2020-01-07T00:00:00,101,87.0,16.0,19.0,89.0
2020-01-08T00:00:00,101,72.0,24.0,24.0,79.0
2020-01-09T00:00:00,101,79.0,32.0,32.0,92.0
2020-01-10T00:00:00,101,73.0,19.0,17.0,75.0
2020-01-11T00:00:00,101,39.0,29.0,22.0,54.0
2020-01-12T00:00:00,101,27.0,21.0,20.0,28.0
2020-01-13T00:00:00,101,71.0,23.0,25.0,72.0
2020-01-14T00:00:00,101,64.0,30.0,30.0,65.0
2020-01-15T00:00:00,101,82.0,26.0,26.0,77.0
2020-01-16T00:00:00,101,81.0,33.0,34.0,74.0
2020-01-17T00:00:00,101,87.0,46.0,44.0,85.0
2020-01-18T00:00:00,101,26.0,24.0,18.0,32.0
2020-01-19T00:00:00,101,17.0,9.0,8.0,33.0
2020-01-20T00:00:00,101,37.0,20.0,21.0,40.0
2020-01-21T00:00:00,101,20.0,4.0,4.0,16.0
2020-01-22T00:00:00,101,46.0,21.0,21.0,42.0
2020-01-23T00:00:00,101,55.0,24.0,23.0,61.0
2020-01-24T00:00:00,101,75.0,25.0,26.0,82.0
2020-01-25T00:00:00,101,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,101,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,101,44.0,23.0,25.0,56.0
2020-01-28T00:00:00,101,47.0,25.0,25.0,48.0
2020-01-29T00:00:00,101,80.0,37.0,38.0,79.0
2020-01-30T00:00:00,101,82.0,41.0,41.0,71.0
2020-01-31T00:00:00,101,78.0,37.0,34.0,68.0
2020-01-01T00:00:00,102,18.0,1.0,0.0,8.0
2020-01-02T00:00:00,102,13.0,11.0,11.0,14.0
2020-01-03T00:00:00,102,8.0,13.0,13.0,17.0
2020-01-04T00:00:00,102,8.0,1.0,5.0,6.0
2020-01-05T00:00:00,102,4.0,5.0,2.0,9.0
2020-01-06T00:00:00,102,2.0,4.0,3.0,3.0
2020-01-07T00:00:00,102,17.0,8.0,9.0,29.0
2020-01-08T00:00:00,102,27.0,13.0,14.0,34.0
2020-01-09T00:00:00,102,14.0,17.0,18.0,17.0
2020-01-10T00:00:00,102,46.0,18.0,18.0,48.0
2020-01-11T00:00:00,102,24.0,5.0,4.0,20.0
2020-01-12T00:00:00,102,8.0,7.0,4.0,18.0
2020-01-13T00:00:00,102,37.0,12.0,14.0,36.0
2020-01-14T00:00:00,102,20.0,16.0,18.0,20.0
2020-01-15T00:00:00,102,18.0,14.0,16.0,20.0
2020-01-16T00:00:00,102,16.0,17.0,18.0,29.0
2020-01-17T00:00:00,102,40.0,17.0,17.0,40.0
2020-01-18T00:00:00,102,19.0,6.0,4.0,13.0
2020-01-19T00:00:00,102,3.0,3.0,3.0,2.0
2020-01-20T00:00:00,102,37.0,12.0,13.0,29.0
2020-01-21T00:00:00,102,3.0,2.0,1.0,4.0
2020-01-22T00:00:00,102,31.0,11.0,12.0,21.0
2020-01-23T00:00:00,102,18.0,17.0,17.0,32.0
2020-01-24T00:00:00,102,23.0,20.0,21.0,23.0
2020-01-25T00:00:00,102,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,102,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,102,36.0,13.0,15.0,39.0
2020-01-28T00:00:00,102,20.0,19.0,20.0,21.0
2020-01-29T00:00:00,102,27.0,16.0,16.0,28.0
2020-01-30T00:00:00,102,35.0,19.0,19.0,48.0
2020-01-31T00:00:00,102,16.0,18.0,17.0,31.0
2020-01-01T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-02T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-03T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-04T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-05T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-06T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-07T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-08T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-09T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-10T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-11T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-12T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-13T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-14T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-15T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-16T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-17T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-18T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-19T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-20T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-21T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-22T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-23T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-24T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-25T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-28T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-29T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-30T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-31T00:00:00,103,0.0,0.0,0.0,0.0
2020-01-01T00:00:00,104,56.0,20.0,16.0,74.0
2020-01-02T00:00:00,104,87.0,20.0,26.0,86.0
2020-01-03T00:00:00,104,107.0,24.0,25.0,109.0
2020-01-04T00:00:00,104,70.0,21.0,26.0,76.0
2020-01-05T00:00:00,104,62.0,27.0,30.0,56.0
2020-01-06T00:00:00,104,49.0,14.0,16.0,49.0
2020-01-07T00:00:00,104,15.0,5.0,5.0,21.0
2020-01-08T00:00:00,104,99.0,33.0,34.0,105.0
2020-01-09T00:00:00,104,104.0,35.0,38.0,101.0
2020-01-10T00:00:00,104,94.0,24.0,25.0,109.0
2020-01-11T00:00:00,104,98.0,31.0,30.0,99.0
2020-01-12T00:00:00,104,66.0,33.0,34.0,60.0
2020-01-13T00:00:00,104,89.0,44.0,45.0,96.0
2020-01-14T00:00:00,104,105.0,45.0,48.0,101.0
2020-01-15T00:00:00,104,83.0,46.0,41.0,88.0
2020-01-16T00:00:00,104,114.0,33.0,33.0,115.0
2020-01-17T00:00:00,104,88.0,42.0,43.0,99.0
2020-01-18T00:00:00,104,84.0,42.0,37.0,75.0
2020-01-19T00:00:00,104,55.0,24.0,23.0,62.0
2020-01-20T00:00:00,104,62.0,27.0,25.0,69.0
2020-01-21T00:00:00,104,14.0,10.0,11.0,21.0
2020-01-22T00:00:00,104,76.0,23.0,23.0,72.0
2020-01-23T00:00:00,104,90.0,31.0,29.0,89.0
2020-01-24T00:00:00,104,110.0,32.0,30.0,103.0
2020-01-25T00:00:00,104,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,104,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,104,97.0,36.0,36.0,81.0
2020-01-28T00:00:00,104,106.0,34.0,34.0,104.0
2020-01-29T00:00:00,104,116.0,40.0,39.0,113.0
2020-01-30T00:00:00,104,114.0,45.0,45.0,118.0
2020-01-31T00:00:00,104,127.0,50.0,49.0,128.0
2020-01-01T00:00:00,105,21.0,6.0,6.0,23.0
2020-01-02T00:00:00,105,69.0,14.0,15.0,67.0
2020-01-03T00:00:00,105,76.0,16.0,14.0,69.0
2020-01-04T00:00:00,105,89.0,16.0,16.0,81.0
2020-01-05T00:00:00,105,53.0,12.0,12.0,56.0
2020-01-06T00:00:00,105,40.0,5.0,5.0,28.0
2020-01-07T00:00:00,105,69.0,15.0,15.0,72.0
2020-01-08T00:00:00,105,83.0,13.0,12.0,83.0
2020-01-09T00:00:00,105,64.0,15.0,15.0,62.0
2020-01-10T00:00:00,105,60.0,15.0,16.0,61.0
2020-01-11T00:00:00,105,66.0,18.0,17.0,61.0
2020-01-12T00:00:00,105,48.0,12.0,12.0,35.0
2020-01-13T00:00:00,105,53.0,16.0,17.0,59.0
2020-01-14T00:00:00,105,83.0,23.0,22.0,83.0
2020-01-15T00:00:00,105,93.0,21.0,21.0,92.0
2020-01-16T00:00:00,105,75.0,18.0,18.0,76.0
2020-01-17T00:00:00,105,90.0,24.0,21.0,91.0
2020-01-18T00:00:00,105,75.0,15.0,14.0,64.0
2020-01-19T00:00:00,105,38.0,6.0,6.0,25.0
2020-01-20T00:00:00,105,56.0,16.0,16.0,47.0
2020-01-21T00:00:00,105,16.0,2.0,1.0,16.0
2020-01-22T00:00:00,105,65.0,16.0,15.0,70.0
2020-01-23T00:00:00,105,61.0,26.0,24.0,61.0
2020-01-24T00:00:00,105,82.0,19.0,19.0,80.0
2020-01-25T00:00:00,105,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,105,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,105,65.0,19.0,20.0,68.0
2020-01-28T00:00:00,105,75.0,13.0,12.0,75.0
2020-01-29T00:00:00,105,77.0,18.0,18.0,75.0
2020-01-30T00:00:00,105,88.0,29.0,29.0,88.0
2020-01-31T00:00:00,105,70.0,22.0,22.0,83.0
2020-01-01T00:00:00,106,14.0,15.0,14.0,9.0
2020-01-02T00:00:00,106,64.0,23.0,25.0,57.0
2020-01-03T00:00:00,106,41.0,27.0,25.0,40.0
2020-01-04T00:00:00,106,26.0,24.0,25.0,39.0
2020-01-05T00:00:00,106,48.0,22.0,22.0,53.0
2020-01-06T00:00:00,106,21.0,16.0,16.0,26.0
2020-01-07T00:00:00,106,55.0,29.0,27.0,61.0
2020-01-08T00:00:00,106,45.0,26.0,28.0,53.0
2020-01-09T00:00:00,106,39.0,34.0,30.0,39.0
2020-01-10T00:00:00,106,35.0,18.0,17.0,36.0
2020-01-11T00:00:00,106,32.0,27.0,21.0,36.0
2020-01-12T00:00:00,106,37.0,16.0,17.0,37.0
2020-01-13T00:00:00,106,34.0,36.0,28.0,36.0
2020-01-14T00:00:00,106,49.0,29.0,32.0,44.0
2020-01-15T00:00:00,106,35.0,28.0,29.0,41.0
2020-01-16T00:00:00,106,48.0,25.0,23.0,63.0
2020-01-17T00:00:00,106,31.0,35.0,34.0,45.0
2020-01-18T00:00:00,106,41.0,24.0,19.0,46.0
2020-01-19T00:00:00,106,40.0,10.0,12.0,34.0
2020-01-20T00:00:00,106,39.0,15.0,16.0,34.0
2020-01-21T00:00:00,106,7.0,5.0,7.0,16.0
2020-01-22T00:00:00,106,41.0,30.0,30.0,46.0
2020-01-23T00:00:00,106,58.0,30.0,30.0,61.0
2020-01-24T00:00:00,106,36.0,25.0,25.0,50.0
2020-01-25T00:00:00,106,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,106,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,106,33.0,31.0,30.0,33.0
2020-01-28T00:00:00,106,32.0,29.0,27.0,41.0
2020-01-29T00:00:00,106,54.0,31.0,32.0,63.0
2020-01-30T00:00:00,106,41.0,33.0,33.0,56.0
2020-01-31T00:00:00,106,38.0,31.0,32.0,49.0
2020-01-01T00:00:00,107,14.0,7.0,7.0,12.0
2020-01-02T00:00:00,107,40.0,40.0,41.0,58.0
2020-01-03T00:00:00,107,44.0,36.0,35.0,54.0
2020-01-04T00:00:00,107,32.0,22.0,21.0,43.0
2020-01-05T00:00:00,107,19.0,19.0,20.0,33.0
2020-01-06T00:00:00,107,22.0,17.0,16.0,36.0
2020-01-07T00:00:00,107,40.0,32.0,32.0,58.0
2020-01-08T00:00:00,107,42.0,44.0,42.0,58.0
2020-01-09T00:00:00,107,36.0,42.0,42.0,49.0
2020-01-10T00:00:00,107,40.0,27.0,24.0,54.0
2020-01-11T00:00:00,107,45.0,36.0,33.0,39.0
2020-01-12T00:00:00,107,60.0,22.0,20.0,54.0
2020-01-13T00:00:00,107,56.0,41.0,41.0,61.0
2020-01-14T00:00:00,107,39.0,45.0,48.0,41.0
2020-01-15T00:00:00,107,36.0,33.0,33.0,53.0
2020-01-16T00:00:00,107,38.0,40.0,40.0,54.0
2020-01-17T00:00:00,107,50.0,55.0,53.0,49.0
2020-01-18T00:00:00,107,50.0,44.0,36.0,63.0
2020-01-19T00:00:00,107,21.0,27.0,25.0,32.0
2020-01-20T00:00:00,107,48.0,37.0,37.0,31.0
2020-01-21T00:00:00,107,6.0,11.0,10.0,6.0
2020-01-22T00:00:00,107,56.0,31.0,33.0,71.0
2020-01-23T00:00:00,107,48.0,39.0,39.0,53.0
2020-01-24T00:00:00,107,39.0,41.0,40.0,37.0
2020-01-25T00:00:00,107,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,107,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,107,49.0,32.0,29.0,50.0
2020-01-28T00:00:00,107,40.0,38.0,39.0,53.0
2020-01-29T00:00:00,107,46.0,47.0,48.0,45.0
2020-01-30T00:00:00,107,43.0,36.0,35.0,44.0
2020-01-31T00:00:00,107,46.0,44.0,43.0,47.0
2020-01-01T00:00:00,108,37.0,14.0,14.0,37.0
2020-01-02T00:00:00,108,56.0,27.0,24.0,55.0
2020-01-03T00:00:00,108,50.0,25.0,30.0,41.0
2020-01-04T00:00:00,108,60.0,31.0,22.0,56.0
2020-01-05T00:00:00,108,31.0,20.0,23.0,37.0
2020-01-06T00:00:00,108,28.0,24.0,25.0,34.0
2020-01-07T00:00:00,108,70.0,40.0,40.0,75.0
2020-01-08T00:00:00,108,67.0,33.0,27.0,74.0
2020-01-09T00:00:00,108,71.0,39.0,45.0,68.0
2020-01-10T00:00:00,108,63.0,18.0,15.0,62.0
2020-01-11T00:00:00,108,75.0,29.0,29.0,73.0
2020-01-12T00:00:00,108,50.0,34.0,31.0,46.0
2020-01-13T00:00:00,108,55.0,37.0,39.0,61.0
2020-01-14T00:00:00,108,50.0,45.0,43.0,65.0
2020-01-15T00:00:00,108,45.0,38.0,38.0,61.0
2020-01-16T00:00:00,108,71.0,33.0,34.0,72.0
2020-01-17T00:00:00,108,56.0,38.0,38.0,59.0
2020-01-18T00:00:00,108,56.0,27.0,30.0,57.0
2020-01-19T00:00:00,108,44.0,31.0,28.0,43.0
2020-01-20T00:00:00,108,51.0,25.0,25.0,49.0
2020-01-21T00:00:00,108,28.0,9.0,8.0,19.0
2020-01-22T00:00:00,108,45.0,23.0,24.0,58.0
2020-01-23T00:00:00,108,74.0,34.0,34.0,77.0
2020-01-24T00:00:00,108,68.0,31.0,30.0,63.0
2020-01-25T00:00:00,108,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,108,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,108,47.0,36.0,33.0,40.0
2020-01-28T00:00:00,108,64.0,30.0,34.0,70.0
2020-01-29T00:00:00,108,43.0,39.0,34.0,35.0
2020-01-30T00:00:00,108,67.0,36.0,41.0,70.0
2020-01-31T00:00:00,108,56.0,41.0,37.0,56.0
2020-01-01T00:00:00,109,9.0,17.0,11.0,17.0
2020-01-02T00:00:00,109,35.0,15.0,22.0,32.0
2020-01-03T00:00:00,109,40.0,25.0,21.0,55.0
2020-01-04T00:00:00,109,30.0,14.0,13.0,30.0
2020-01-05T00:00:00,109,23.0,18.0,18.0,24.0
2020-01-06T00:00:00,109,21.0,16.0,16.0,23.0
2020-01-07T00:00:00,109,37.0,12.0,12.0,25.0
2020-01-08T00:00:00,109,36.0,22.0,21.0,46.0
2020-01-09T00:00:00,109,43.0,26.0,22.0,45.0
2020-01-10T00:00:00,109,43.0,22.0,22.0,27.0
2020-01-11T00:00:00,109,23.0,24.0,22.0,31.0
2020-01-12T00:00:00,109,41.0,10.0,15.0,23.0
2020-01-13T00:00:00,109,38.0,23.0,21.0,51.0
2020-01-14T00:00:00,109,41.0,23.0,22.0,41.0
2020-01-15T00:00:00,109,41.0,19.0,16.0,42.0
2020-01-16T00:00:00,109,45.0,27.0,26.0,45.0
2020-01-17T00:00:00,109,41.0,28.0,28.0,56.0
2020-01-18T00:00:00,109,27.0,16.0,14.0,28.0
2020-01-19T00:00:00,109,30.0,9.0,9.0,27.0
2020-01-20T00:00:00,109,29.0,14.0,15.0,31.0
2020-01-21T00:00:00,109,14.0,3.0,3.0,10.0
2020-01-22T00:00:00,109,36.0,23.0,23.0,39.0
2020-01-23T00:00:00,109,51.0,15.0,17.0,48.0
2020-01-24T00:00:00,109,41.0,22.0,21.0,42.0
2020-01-25T00:00:00,109,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,109,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,109,46.0,24.0,25.0,45.0
2020-01-28T00:00:00,109,37.0,33.0,34.0,42.0
2020-01-29T00:00:00,109,38.0,30.0,30.0,38.0
2020-01-30T00:00:00,109,55.0,27.0,27.0,57.0
2020-01-31T00:00:00,109,38.0,26.0,25.0,42.0
2020-01-01T00:00:00,110,20.0,7.0,6.0,27.0
2020-01-02T00:00:00,110,56.0,6.0,7.0,51.0
2020-01-03T00:00:00,110,54.0,16.0,15.0,44.0
2020-01-04T00:00:00,110,43.0,11.0,10.0,45.0
2020-01-05T00:00:00,110,42.0,8.0,7.0,54.0
2020-01-06T00:00:00,110,43.0,5.0,4.0,27.0
2020-01-07T00:00:00,110,35.0,10.0,3.0,36.0
2020-01-08T00:00:00,110,61.0,16.0,17.0,57.0
2020-01-09T00:00:00,110,64.0,17.0,17.0,62.0
2020-01-10T00:00:00,110,50.0,10.0,9.0,43.0
2020-01-11T00:00:00,110,58.0,12.0,9.0,60.0
2020-01-12T00:00:00,110,40.0,10.0,12.0,42.0
2020-01-13T00:00:00,110,49.0,17.0,13.0,45.0
2020-01-14T00:00:00,110,55.0,19.0,21.0,57.0
2020-01-15T00:00:00,110,49.0,17.0,17.0,48.0
2020-01-16T00:00:00,110,47.0,21.0,18.0,39.0
2020-01-17T00:00:00,110,42.0,13.0,11.0,48.0
2020-01-18T00:00:00,110,44.0,14.0,13.0,38.0
2020-01-19T00:00:00,110,35.0,12.0,8.0,38.0
2020-01-20T00:00:00,110,31.0,9.0,5.0,33.0
2020-01-21T00:00:00,110,8.0,1.0,4.0,8.0
2020-01-22T00:00:00,110,51.0,13.0,11.0,39.0
2020-01-23T00:00:00,110,51.0,19.0,21.0,53.0
2020-01-24T00:00:00,110,53.0,9.0,9.0,54.0
2020-01-25T00:00:00,110,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,110,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,110,45.0,15.0,15.0,43.0
2020-01-28T00:00:00,110,60.0,12.0,15.0,56.0
2020-01-29T00:00:00,110,59.0,15.0,15.0,48.0
2020-01-30T00:00:00,110,57.0,19.0,18.0,57.0
2020-01-31T00:00:00,110,57.0,20.0,19.0,69.0
2020-01-01T00:00:00,111,35.0,14.0,15.0,47.0
2020-01-02T00:00:00,111,73.0,16.0,17.0,75.0
2020-01-03T00:00:00,111,67.0,18.0,20.0,63.0
2020-01-04T00:00:00,111,50.0,14.0,13.0,52.0
2020-01-05T00:00:00,111,53.0,13.0,14.0,62.0
2020-01-06T00:00:00,111,46.0,7.0,4.0,52.0
2020-01-07T00:00:00,111,88.0,16.0,17.0,75.0
2020-01-08T00:00:00,111,85.0,23.0,23.0,80.0
2020-01-09T00:00:00,111,84.0,28.0,23.0,92.0
2020-01-10T00:00:00,111,0.0,0.0,0.0,0.0
2020-01-11T00:00:00,111,51.0,24.0,24.0,68.0
2020-01-12T00:00:00,111,43.0,12.0,12.0,47.0
2020-01-13T00:00:00,111,89.0,20.0,19.0,93.0
2020-01-14T00:00:00,111,93.0,23.0,22.0,89.0
2020-01-15T00:00:00,111,99.0,23.0,21.0,102.0
2020-01-16T00:00:00,111,76.0,27.0,28.0,86.0
2020-01-17T00:00:00,111,89.0,32.0,30.0,106.0
2020-01-18T00:00:00,111,58.0,18.0,20.0,74.0
2020-01-19T00:00:00,111,37.0,13.0,13.0,48.0
2020-01-20T00:00:00,111,58.0,18.0,20.0,49.0
2020-01-21T00:00:00,111,26.0,10.0,8.0,24.0
2020-01-22T00:00:00,111,80.0,17.0,22.0,77.0
2020-01-23T00:00:00,111,91.0,25.0,26.0,85.0
2020-01-24T00:00:00,111,82.0,17.0,15.0,102.0
2020-01-25T00:00:00,111,0.0,0.0,0.0,0.0
2020-01-26T00:00:00,111,0.0,0.0,0.0,0.0
2020-01-27T00:00:00,111,96.0,21.0,21.0,73.0
2020-01-28T00:00:00,111,100.0,24.0,21.0,103.0
2020-01-29T00:00:00,111,82.0,19.0,20.0,89.0
2020-01-30T00:00:00,111,72.0,27.0,26.0,74.0
2020-01-31T00:00:00,111,82.0,33.0,33.0,82.0
2020-01-01T00:00:00,112,38.0,6.0,6.0,28.0
2020-01-02T00:00:00,112,59.0,10.0,7.0,54.0
2020-01-03T00:00:00,112,58.0,13.0,13.0,67.0
2020-01-04T00:00:00,112,56.0,9.0,9.0,63.0
2020-01-05T00:00:00,112,45.0,11.0,9.0,38.0
2020-01-06T00:00:00,112,41.0,10.0,10.0,43.0
2020-01-07T00:00:00,112,76.0,12.0,12.0,81.0
2020-01-08T00:00:00,112,64.0,15.0,17.0,64.0
2020-01-09T00:00:00,112,78.0,20.0,19.0,71.0
2020-01-10T00:00:00,112,60.0,12.0,13.0,72.0
2020-01-11T00:00:00,112,60.0,13.0,14.0,66.0
2020-01-12T00:00:00,112,56.0,18.0,16.0,55.0
2020-01-13T00:00:00,112,71.0,16.0,16.0,64.0
